genome	base	coverage
scaffold_11136	3305	7
scaffold_11136	3306	7
scaffold_11136	3307	7
scaffold_11136	3308	8
scaffold_11136	3309	8
scaffold_11136	3310	8
scaffold_11136	3311	8
scaffold_11136	3312	8
scaffold_11136	3313	8
scaffold_11136	3314	8
scaffold_11136	3315	8
scaffold_11136	3316	8
scaffold_11136	3317	8
scaffold_11136	3318	8
scaffold_11136	3319	8
scaffold_11136	3320	8
scaffold_11136	3321	9
scaffold_11136	3322	10
scaffold_11136	3323	9
scaffold_11136	3324	9
scaffold_11136	3325	9
scaffold_11136	3326	9
scaffold_11136	3327	11
scaffold_11136	3328	11
scaffold_11136	3329	11
scaffold_11136	3330	11
scaffold_11136	3331	11
scaffold_11136	3332	11
scaffold_11136	3333	11
scaffold_11136	3334	11
scaffold_11136	3335	11
scaffold_11136	3336	11
scaffold_11136	3337	11
scaffold_11136	3338	11
scaffold_11136	3339	11
scaffold_11136	3340	11
scaffold_11136	3341	11
scaffold_11136	3342	11
scaffold_11136	3343	11
scaffold_11136	3344	11
scaffold_11136	3345	11
scaffold_11136	3346	11
scaffold_11136	3347	11
scaffold_11136	3348	11
scaffold_11136	3349	11
scaffold_11136	3350	11
scaffold_11136	3351	12
scaffold_11136	3352	12
scaffold_11136	3353	12
scaffold_11136	3354	12
scaffold_11136	3355	12
scaffold_11136	3356	12
scaffold_11136	3357	12
scaffold_11136	3358	12
scaffold_11136	3359	12
scaffold_11136	3360	12
scaffold_11136	3361	12
scaffold_11136	3362	12
scaffold_11136	3363	12
scaffold_11136	3364	12
scaffold_11136	3365	12
scaffold_11136	3366	12
scaffold_11136	3367	13
scaffold_11136	3368	13
scaffold_11136	3369	14
scaffold_11136	3370	14
scaffold_11136	3371	14
scaffold_11136	3372	15
scaffold_11136	3373	15
scaffold_11136	3374	15
scaffold_11136	3375	15
scaffold_11136	3376	15
scaffold_11136	3377	15
scaffold_11136	3378	15
scaffold_11136	3379	15
scaffold_11136	3380	15
scaffold_11136	3381	15
scaffold_11136	3382	15
scaffold_11136	3383	15
scaffold_11136	3384	15
scaffold_11136	3385	16
scaffold_11136	3386	15
scaffold_11136	3387	15
scaffold_11136	3388	15
scaffold_11136	3389	16
scaffold_11136	3390	15
scaffold_11136	3391	15
scaffold_11136	3392	15
scaffold_11136	3393	15
scaffold_11136	3394	15
scaffold_11136	3395	15
scaffold_11136	3396	15
scaffold_11136	3397	15
scaffold_11136	3398	15
scaffold_11136	3399	15
scaffold_11136	3400	15
scaffold_11136	3401	16
scaffold_11136	3402	16
scaffold_11136	3403	17
scaffold_11136	3404	16
scaffold_11136	3405	16
scaffold_11136	3406	15
scaffold_11136	3407	15
scaffold_11136	3408	16
scaffold_11136	3409	16
scaffold_11136	3410	15
scaffold_11136	3411	15
scaffold_11136	3412	13
scaffold_11136	3413	13
scaffold_11136	3414	13
scaffold_11136	3415	12
scaffold_11136	3416	12
scaffold_11136	3417	12
scaffold_11136	3418	12
scaffold_11136	3419	12
scaffold_11136	3420	12
scaffold_11136	3421	12
scaffold_11136	3422	12
scaffold_11136	3423	12
scaffold_11136	3424	12
scaffold_11136	3425	13
scaffold_11136	3426	13
scaffold_11136	3427	13
scaffold_11136	3428	13
scaffold_11136	3429	12
scaffold_11136	3430	12
scaffold_11136	3431	12
scaffold_11136	3432	12
scaffold_11136	3433	11
scaffold_11136	3434	11
scaffold_11136	3435	11
scaffold_11136	3436	11
scaffold_11136	3437	11
scaffold_11136	3438	11
scaffold_11136	3439	11
scaffold_11136	3440	11
scaffold_11136	3441	11
scaffold_11136	3442	11
scaffold_11136	3443	11
scaffold_11136	3444	12
scaffold_11136	3445	12
scaffold_11136	3446	13
scaffold_11136	3447	13
scaffold_11136	3448	13
scaffold_11136	3449	13
scaffold_11136	3450	13
scaffold_11136	3451	13
scaffold_11136	3452	13
scaffold_11136	3453	13
scaffold_11136	3454	13
scaffold_11136	3455	13
scaffold_11136	3456	13
scaffold_11136	3457	12
scaffold_11136	3458	12
scaffold_11136	3459	12
scaffold_11136	3460	12
scaffold_11136	3461	12
scaffold_11136	3462	12
scaffold_11136	3463	12
scaffold_11136	3464	12
scaffold_11136	3465	12
scaffold_11136	3466	12
scaffold_11136	3467	12
scaffold_11136	3468	12
scaffold_11136	3469	12
scaffold_11136	3470	12
scaffold_11136	3471	12
scaffold_11136	3472	11
scaffold_11136	3473	11
scaffold_11136	3474	11
scaffold_11136	3475	11
scaffold_11136	3476	11
scaffold_11136	3477	11
scaffold_11136	3478	11
scaffold_11136	3479	11
scaffold_11136	3480	11
scaffold_11136	3481	11
scaffold_11136	3482	10
scaffold_11136	3483	10
scaffold_11136	3484	10
scaffold_11136	3485	10
scaffold_11136	3486	10
scaffold_11136	3487	10
scaffold_11136	3488	10
scaffold_11136	3489	10
scaffold_11136	3490	10
scaffold_11136	3491	9
scaffold_11136	3492	9
scaffold_11136	3493	9
scaffold_11136	3494	9
scaffold_11136	3495	9
scaffold_11136	3496	9
scaffold_11136	3497	9
scaffold_11136	3498	8
scaffold_11136	3499	8
scaffold_11136	3500	8
scaffold_11136	3501	8
scaffold_11136	3502	8
scaffold_11136	3503	6
scaffold_11136	3504	6
scaffold_11136	3505	6
scaffold_11136	3506	6
scaffold_11136	3507	6
scaffold_11136	3508	6
scaffold_11136	3509	6
scaffold_11136	3510	6
scaffold_11136	3511	6
scaffold_11136	3512	6
scaffold_11136	3513	6
scaffold_11136	3514	6
scaffold_11136	3515	6
scaffold_11136	3516	6
scaffold_11136	3517	6
scaffold_11136	3518	6
scaffold_11136	3519	6
scaffold_11136	3520	5
scaffold_11136	3521	5
scaffold_11136	3522	5
scaffold_11136	3523	5
scaffold_11136	3524	5
scaffold_11136	3525	5
scaffold_11136	3526	5
scaffold_11136	3527	6
scaffold_11136	3528	6
scaffold_11136	3529	6
scaffold_11136	3530	6
scaffold_11136	3531	5
scaffold_11136	3532	5
scaffold_11136	3533	5
scaffold_11136	3534	5
scaffold_11136	3535	5
scaffold_11136	3536	5
scaffold_11136	3537	5
scaffold_11136	3538	4
scaffold_11136	3539	4
scaffold_11136	3540	4
scaffold_11136	3541	4
scaffold_11136	3542	5
scaffold_11136	3543	5
scaffold_11136	3544	5
scaffold_11136	3545	5
scaffold_11136	3546	5
scaffold_11136	3547	5
scaffold_11136	3548	5
scaffold_11136	3549	5
scaffold_11136	3550	5
scaffold_11136	3551	5
scaffold_11136	3552	5
scaffold_11136	3553	5
scaffold_11136	3554	5
scaffold_11136	3555	5
scaffold_11136	3556	5
scaffold_11136	3557	4
scaffold_11136	3558	4
scaffold_11136	3559	4
scaffold_11136	3560	4
scaffold_11136	3561	4
scaffold_11136	3562	4
scaffold_11136	3563	3
scaffold_11136	3564	3
scaffold_11136	3565	3
scaffold_11136	3566	3
scaffold_11136	3567	3
scaffold_11136	3568	3
scaffold_11136	3569	3
scaffold_11136	3570	3
scaffold_11136	3571	3
scaffold_11136	3572	3
scaffold_11136	3573	3
scaffold_11136	3574	3
scaffold_11136	3575	3
scaffold_11136	3576	2
scaffold_11136	3577	2
scaffold_11136	3578	2
scaffold_11136	3579	2
scaffold_11136	3580	2
scaffold_11136	3581	3
scaffold_11136	3582	4
scaffold_11136	3583	5
scaffold_11136	3584	5
scaffold_11136	3585	5
scaffold_11136	3586	5
scaffold_11136	3587	5
scaffold_11136	3588	5
scaffold_11136	3589	5
scaffold_11136	3590	5
scaffold_11136	3591	5
scaffold_11136	3592	5
scaffold_11136	3593	5
scaffold_11136	3594	6
scaffold_11136	3595	6
scaffold_11136	3596	6
scaffold_11136	3597	6
scaffold_11136	3598	6
scaffold_11136	3599	6
scaffold_11136	3600	6
scaffold_11136	3601	6
scaffold_11136	3602	6
scaffold_11136	3603	6
scaffold_11136	3604	6
scaffold_11136	3605	7
scaffold_11136	3606	7
scaffold_11136	3607	7
scaffold_11136	3608	7
scaffold_11136	3609	7
scaffold_11136	3610	7
scaffold_11136	3611	7
scaffold_11136	3612	7
scaffold_11136	3613	7
scaffold_11136	3614	7
scaffold_11136	3615	7
scaffold_11136	3616	7
scaffold_11136	3617	7
scaffold_11136	3618	7
scaffold_11136	3619	7
scaffold_11136	3620	7
scaffold_11136	3621	7
scaffold_11136	3622	7
scaffold_11136	3623	7
scaffold_11136	3624	7
scaffold_11136	3625	7
scaffold_11136	3626	6
scaffold_11136	3627	6
scaffold_11136	3628	6
scaffold_11136	3629	6
scaffold_11136	3630	6
scaffold_11136	3631	6
scaffold_11136	3632	6
scaffold_11136	3633	6
scaffold_11136	3634	6
scaffold_11136	3635	6
scaffold_11136	3636	6
scaffold_11136	3637	6
scaffold_11136	3638	6
scaffold_11136	3639	6
scaffold_11136	3640	6
scaffold_11136	3641	6
scaffold_11136	3642	6
scaffold_11136	3643	6
scaffold_11136	3644	6
scaffold_11136	3645	6
scaffold_11136	3646	6
scaffold_11136	3647	6
scaffold_11136	3648	6
scaffold_11136	3649	7
scaffold_11136	3650	7
scaffold_11136	3651	7
scaffold_11136	3652	7
scaffold_11136	3653	7
scaffold_11136	3654	7
scaffold_11136	3655	7
scaffold_11136	3656	7
scaffold_11136	3657	6
scaffold_11136	3658	6
scaffold_11136	3659	6
scaffold_11136	3660	6
scaffold_11136	3661	6
scaffold_11136	3662	6
scaffold_11136	3663	6
scaffold_11136	3664	6
scaffold_11136	3665	6
scaffold_11136	3666	6
scaffold_11136	3667	6
scaffold_11136	3668	6
scaffold_11136	3669	6
scaffold_11136	3670	6
scaffold_11136	3671	6
scaffold_11136	3672	6
scaffold_11136	3673	6
scaffold_11136	3674	5
scaffold_11136	3675	5
scaffold_11136	3676	5
scaffold_11136	3677	5
scaffold_11136	3678	5
scaffold_11136	3679	5
scaffold_11136	3680	5
scaffold_11136	3681	6
scaffold_11136	3682	6
scaffold_11136	3683	6
scaffold_11136	3684	6
scaffold_11136	3685	6
scaffold_11136	3686	6
scaffold_11136	3687	6
scaffold_11136	3688	6
scaffold_11136	3689	6
scaffold_11136	3690	6
scaffold_11136	3691	6
scaffold_11136	3692	6
scaffold_11136	3693	6
scaffold_11136	3694	6
scaffold_11136	3695	6
scaffold_11136	3696	6
scaffold_11136	3697	6
scaffold_11136	3698	6
scaffold_11136	3699	7
scaffold_11136	3700	7
scaffold_11136	3701	7
scaffold_11136	3702	7
scaffold_11136	3703	7
scaffold_11136	3704	7
scaffold_11136	3705	7
scaffold_11136	3706	7
scaffold_11136	3707	8
scaffold_11136	3708	8
scaffold_11136	3709	8
scaffold_11136	3710	8
scaffold_11136	3711	8
scaffold_11136	3712	8
scaffold_11136	3713	7
scaffold_11136	3714	5
scaffold_11136	3715	7
scaffold_11136	3716	7
scaffold_11136	3717	7
scaffold_11136	3718	7
scaffold_11136	3719	7
scaffold_11136	3720	7
scaffold_11136	3721	7
scaffold_11136	3722	7
scaffold_11136	3723	8
scaffold_11136	3724	8
scaffold_11136	3725	8
scaffold_11136	3726	7
scaffold_11136	3727	7
scaffold_11136	3728	8
scaffold_11136	3729	8
scaffold_11136	3730	8
scaffold_11136	3731	8
scaffold_11136	3732	8
scaffold_11136	3733	9
scaffold_11136	3734	9
scaffold_11136	3735	9
scaffold_11136	3736	9
scaffold_11136	3737	9
scaffold_11136	3738	9
scaffold_11136	3739	9
scaffold_11136	3740	9
scaffold_11136	3741	9
scaffold_11136	3742	9
scaffold_11136	3743	9
scaffold_11136	3744	9
scaffold_11136	3745	9
scaffold_11136	3746	9
scaffold_11136	3747	9
scaffold_11136	3748	9
scaffold_11136	3749	9
scaffold_11136	3750	9
scaffold_11136	3751	9
scaffold_11136	3752	9
scaffold_11136	3753	9
scaffold_11136	3754	10
scaffold_11136	3755	10
scaffold_11136	3756	10
scaffold_11136	3757	10
scaffold_11136	3758	10
scaffold_11136	3759	10
scaffold_11136	3760	10
scaffold_11136	3761	10
scaffold_11136	3762	10
scaffold_11136	3763	10
scaffold_11136	3764	10
scaffold_11136	3765	10
scaffold_11136	3766	10
scaffold_11136	3767	10
scaffold_11136	3768	10
scaffold_11136	3769	10
scaffold_11136	3770	10
scaffold_11136	3771	10
scaffold_11136	3772	10
scaffold_11136	3773	11
scaffold_11136	3774	11
scaffold_11136	3775	11
scaffold_11136	3776	11
scaffold_11136	3777	11
scaffold_11136	3778	10
scaffold_11136	3779	10
scaffold_11136	3780	11
scaffold_11136	3781	11
scaffold_11136	3782	11
scaffold_11136	3783	11
scaffold_11136	3784	11
scaffold_11136	3785	11
scaffold_11136	3786	11
scaffold_11136	3787	11
scaffold_11136	3788	11
scaffold_11136	3789	11
scaffold_11136	3790	11
scaffold_11136	3791	11
scaffold_11136	3792	11
scaffold_11136	3793	11
scaffold_11136	3794	11
scaffold_11136	3795	11
scaffold_11136	3796	11
scaffold_11136	3797	11
scaffold_11136	3798	11
scaffold_11136	3799	11
scaffold_11136	3800	11
scaffold_11136	3801	11
scaffold_11136	3802	11
scaffold_11136	3803	11
scaffold_11136	3804	11
scaffold_11136	3805	11
scaffold_11136	3806	11
scaffold_11136	3807	11
scaffold_11136	3808	11
scaffold_11136	3809	11
scaffold_11136	3810	11
scaffold_11136	3811	11
scaffold_11136	3812	11
scaffold_11136	3813	10
scaffold_11136	3814	10
scaffold_11136	3815	10
scaffold_11136	3816	10
scaffold_11136	3817	10
scaffold_11136	3818	10
scaffold_11136	3819	10
scaffold_11136	3820	10
scaffold_11136	3821	10
scaffold_11136	3822	10
scaffold_11136	3823	10
scaffold_11136	3824	10
scaffold_11136	3825	10
scaffold_11136	3826	10
scaffold_11136	3827	10
scaffold_11136	3828	10
scaffold_11136	3829	9
scaffold_11136	3830	9
scaffold_11136	3831	9
scaffold_11136	3832	11
scaffold_11136	3833	11
scaffold_11136	3834	12
scaffold_11136	3835	12
scaffold_11136	3836	12
scaffold_11136	3837	13
scaffold_11136	3838	14
scaffold_11136	3839	13
scaffold_11136	3840	13
scaffold_11136	3841	13
scaffold_11136	3842	13
scaffold_11136	3843	13
scaffold_11136	3844	12
scaffold_11136	3845	10
scaffold_11136	3846	10
scaffold_11136	3847	10
scaffold_11136	3848	11
scaffold_11136	3849	11
scaffold_11136	3850	11
scaffold_11136	3851	12
scaffold_11136	3852	12
scaffold_11136	3853	12
scaffold_11136	3854	12
scaffold_11136	3855	12
scaffold_11136	3856	12
scaffold_11136	3857	12
scaffold_11136	3858	13
scaffold_11136	3859	12
scaffold_11136	3860	12
scaffold_11136	3861	13
scaffold_11136	3862	13
scaffold_11136	3863	13
scaffold_11136	3864	12
scaffold_11136	3865	12
scaffold_11136	3866	12
scaffold_11136	3867	13
scaffold_11136	3868	13
scaffold_11136	3869	13
scaffold_11136	3870	13
scaffold_11136	3871	13
scaffold_11136	3872	13
scaffold_11136	3873	13
scaffold_11136	3874	13
scaffold_11136	3875	13
scaffold_11136	3876	13
scaffold_11136	3877	13
scaffold_11136	3878	13
scaffold_11136	3879	14
scaffold_11136	3880	14
scaffold_11136	3881	14
scaffold_11136	3882	14
scaffold_11136	3883	14
scaffold_11136	3884	14
scaffold_11136	3885	14
scaffold_11136	3886	14
scaffold_11136	3887	15
scaffold_11136	3888	15
scaffold_11136	3889	15
scaffold_11136	3890	15
scaffold_11136	3891	15
scaffold_11136	3892	15
scaffold_11136	3893	16
scaffold_11136	3894	16
scaffold_11136	3895	16
scaffold_11136	3896	16
scaffold_11136	3897	16
scaffold_11136	3898	16
scaffold_11136	3899	16
scaffold_11136	3900	16
scaffold_11136	3901	16
scaffold_11136	3902	16
scaffold_11136	3903	16
scaffold_11136	3904	16
scaffold_11136	3905	16
scaffold_11136	3906	16
scaffold_11136	3907	16
scaffold_11136	3908	16
scaffold_11136	3909	17
scaffold_11136	3910	18
scaffold_11136	3911	18
scaffold_11136	3912	18
scaffold_11136	3913	19
scaffold_11136	3914	19
scaffold_11136	3915	19
scaffold_11136	3916	19
scaffold_11136	3917	19
scaffold_11136	3918	19
scaffold_11136	3919	20
scaffold_11136	3920	21
scaffold_11136	3921	21
scaffold_11136	3922	21
scaffold_11136	3923	22
scaffold_11136	3924	22
scaffold_11136	3925	22
scaffold_11136	3926	22
scaffold_11136	3927	23
scaffold_11136	3928	23
scaffold_11136	3929	23
scaffold_11136	3930	23
scaffold_11136	3931	23
scaffold_11136	3932	24
scaffold_11136	3933	24
scaffold_11136	3934	24
scaffold_11136	3935	24
scaffold_11136	3936	24
scaffold_11136	3937	24
scaffold_11136	3938	24
scaffold_11136	3939	24
scaffold_11136	3940	24
scaffold_11136	3941	24
scaffold_11136	3942	24
scaffold_11136	3943	24
scaffold_11136	3944	25
scaffold_11136	3945	25
scaffold_11136	3946	25
scaffold_11136	3947	25
scaffold_11136	3948	25
scaffold_11136	3949	25
scaffold_11136	3950	25
scaffold_11136	3951	25
scaffold_11136	3952	26
scaffold_11136	3953	26
scaffold_11136	3954	26
scaffold_11136	3955	25
scaffold_11136	3956	25
scaffold_11136	3957	26
scaffold_11136	3958	26
scaffold_11136	3959	26
scaffold_11136	3960	26
scaffold_11136	3961	26
scaffold_11136	3962	26
scaffold_11136	3963	26
scaffold_11136	3964	25
scaffold_11136	3965	25
scaffold_11136	3966	25
scaffold_11136	3967	25
scaffold_11136	3968	24
scaffold_11136	3969	23
scaffold_11136	3970	24
scaffold_11136	3971	24
scaffold_11136	3972	24
scaffold_11136	3973	24
scaffold_11136	3974	24
scaffold_11136	3975	25
scaffold_11136	3976	24
scaffold_11136	3977	24
scaffold_11136	3978	24
scaffold_11136	3979	22
scaffold_11136	3980	22
scaffold_11136	3981	22
scaffold_11136	3982	22
scaffold_11136	3983	22
scaffold_11136	3984	21
scaffold_11136	3985	21
scaffold_11136	3986	21
scaffold_11136	3987	21
scaffold_11136	3988	21
scaffold_11136	3989	20
scaffold_11136	3990	19
scaffold_11136	3991	19
scaffold_11136	3992	19
scaffold_11136	3993	20
scaffold_11136	3994	19
scaffold_11136	3995	19
scaffold_11136	3996	19
scaffold_11136	3997	18
scaffold_11136	3998	17
scaffold_11136	3999	17
scaffold_11136	4000	17
scaffold_11136	4001	17
scaffold_11136	4002	17
scaffold_11136	4003	17
scaffold_11136	4004	17
scaffold_11136	4005	17
scaffold_11136	4006	17
scaffold_11136	4007	17
scaffold_11136	4008	17
scaffold_11136	4009	16
scaffold_11136	4010	16
scaffold_11136	4011	16
scaffold_11136	4012	16
scaffold_11136	4013	16
scaffold_11136	4014	16
scaffold_11136	4015	15
scaffold_11136	4016	15
scaffold_11136	4017	15
scaffold_11136	4018	15
scaffold_11136	4019	14
scaffold_11136	4020	14
scaffold_11136	4021	14
scaffold_11136	4022	14
scaffold_11136	4023	14
scaffold_11136	4024	13
scaffold_11136	4025	13
scaffold_11136	4026	13
scaffold_11136	4027	13
scaffold_11136	4028	13
scaffold_11136	4029	13
scaffold_11136	4030	13
scaffold_11136	4031	13
scaffold_11136	4032	14
scaffold_11136	4033	14
scaffold_11136	4034	14
scaffold_11136	4035	14
scaffold_11136	4036	14
scaffold_11136	4037	15
scaffold_11136	4038	15
scaffold_11136	4039	15
scaffold_11136	4040	14
scaffold_11136	4041	11
scaffold_11136	4042	11
scaffold_11136	4043	11
scaffold_11136	4044	11
scaffold_11136	4045	10
scaffold_11136	4046	10
scaffold_11136	4047	10
scaffold_11136	4048	10
scaffold_11136	4049	10
scaffold_11136	4050	9
scaffold_11136	4051	9
scaffold_11136	4052	9
scaffold_11136	4053	8
scaffold_11136	4054	8
scaffold_11136	4055	8
scaffold_11136	4056	8
scaffold_11136	4057	8
scaffold_11136	4058	7
scaffold_11136	4059	6
scaffold_11136	4060	6
scaffold_11136	4061	6
scaffold_11136	4062	6
scaffold_11136	4063	5
scaffold_11136	4064	5
scaffold_11136	4065	5
scaffold_11136	4066	5
scaffold_11136	4067	5
scaffold_11136	4068	5
scaffold_11136	4069	5
scaffold_11136	4070	5
scaffold_11136	4071	5
scaffold_11136	4072	4
scaffold_11136	4073	4
scaffold_11136	4074	4
scaffold_11136	4075	4
scaffold_11136	4076	5
scaffold_11136	4077	5
scaffold_11136	4078	5
scaffold_11136	4079	5
scaffold_11136	4080	5
scaffold_11136	4081	5
scaffold_11136	4082	5
scaffold_11136	4083	5
scaffold_11136	4084	5
scaffold_11136	4085	5
scaffold_11136	4086	5
scaffold_11136	4087	5
scaffold_11136	4088	5
scaffold_11136	4089	5
scaffold_11136	4090	5
scaffold_11136	4091	5
scaffold_11136	4092	5
scaffold_11136	4093	5
scaffold_11136	4094	6
scaffold_11136	4095	6
scaffold_11136	4096	6
scaffold_11136	4097	6
scaffold_11136	4098	6
scaffold_11136	4099	6
scaffold_11136	4100	7
scaffold_11136	4101	7
scaffold_11136	4102	7
scaffold_11136	4103	7
scaffold_11136	4104	7
scaffold_11136	4105	7
scaffold_11136	4106	7
scaffold_11136	4107	7
scaffold_11136	4108	7
scaffold_11136	4109	8
scaffold_11136	4110	8
scaffold_11136	4111	8
scaffold_11136	4112	8
scaffold_11136	4113	8
scaffold_11136	4114	8
scaffold_11136	4115	8
scaffold_11136	4116	8
scaffold_11136	4117	8
scaffold_11136	4118	8
scaffold_11136	4119	8
scaffold_11136	4120	8
scaffold_11136	4121	8
scaffold_11136	4122	8
scaffold_11136	4123	8
scaffold_11136	4124	8
scaffold_11136	4125	7
scaffold_11136	4126	7
scaffold_11136	4127	6
scaffold_11136	4128	6
scaffold_11136	4129	6
scaffold_11136	4130	6
scaffold_11136	4131	6
scaffold_11136	4132	6
scaffold_11136	4133	6
scaffold_11136	4134	6
scaffold_11136	4135	6
scaffold_11136	4136	6
scaffold_11136	4137	5
scaffold_11136	4138	5
scaffold_11136	4139	5
scaffold_11136	4140	5
scaffold_11136	4141	5
scaffold_11136	4142	5
scaffold_11136	4143	5
scaffold_11136	4144	4
scaffold_11136	4145	4
scaffold_11136	4146	4
scaffold_11136	4147	4
scaffold_11136	4148	4
scaffold_11136	4149	4
scaffold_11136	4150	4
scaffold_11136	4151	4
scaffold_11136	4152	4
scaffold_11136	4153	4
scaffold_11136	4154	4
scaffold_11136	4155	4
scaffold_11136	4156	4
scaffold_11136	4157	4
scaffold_11136	4158	4
scaffold_11136	4159	3
scaffold_11136	4160	3
scaffold_11136	4161	3
scaffold_11136	4162	3
scaffold_11136	4163	3
scaffold_11136	4164	2
scaffold_11136	4165	2
scaffold_11136	4166	2
scaffold_11136	4167	2
scaffold_11136	4168	2
scaffold_11136	4169	1
scaffold_11136	4170	1
